,id,q_format,a_format
147,F1,How can I get a Masters in Computer Science degree after satisfying the requirements of Bachelors Degree?,"The MS degree requires at least [ms-total-units] units beyond the undergraduate degree. [required-ms-units] units are from a required list, [approved-ms-elective-units] units are from approved electives, and there are [thesis-ms-units] units of thesis and seminar."
148,F1,How many units of graduate level courses are needed to get the MS in Computer Science degree?,At least [graduate-ms-units] units of courses higher than 500 must be fulfilled to get the MS in Computer Science degree.
149,F1,How many units of graduate level courses are needed to get the Masters Degree in Computer Science degree?,At least [graduate-ms-units] units of courses higher than 500 must be fulfilled to get the MS in Computer Science degree.
150,F1,What courses are included in the MS in Computer Science?,The MS in Computer Science includes the following courses: [ms-course-names].
151,F1,What courses are included in the Masters Degree in Computer Science?,The MS in Computer Science includes the following courses: [ms-course-names].
152,F1,What are the masters level courses in Computer Science?,The MS in Computer Science includes the following courses: [ms-course-names].
153,F1,When is a student placed on academic probation?,A student will be placed on academic probation if [probation-criteria].
154,F1,What is academic probation?,A student will be placed on academic probation if  [probation-criteria].
155,F1,What happens if I struggle with my grades?,A student is placed on academic disqualification status if [disqualification-criteria].
156,F1,When is a student placed on academic probation?,A student is placed on academic disqualification status if [disqualification-criteria].
157,F1,What is academic disqualification?,A student is placed on academic disqualification status if [disqualification-criteria].
158,F1,What is the difference between academic probation and academic disqualification?,An undergraduate student will be placed on academic probation if [probation-criteria]. A student is placed on academic disqualification status if [disqualification-criteria].
159,F1,What accreditation does the Computer Science program have?,"The Computer Science program is accredited by the Computer Accreditation Commission of ABET. To read more, visit the following website:  http://www.abet.org/."
0,I2 , What STAT courses are offered during [TERM_YEAR range]? , STAT courses offered during [TERM_YEAR range]: [COURSE]*
1,I2 , What STAT courses can I take during [TERM_YEAR range]? , STAT courses offered during [TERM_YEAR range]: [COURSE]*
2,I2 , What STAT courses have [COURSE] as a prereq? , STAT courses requiring [COURSE]: [COURSE]*
3,I2 , What courses do you need to take before taking [COURSE]? , STAT courses required before taking [COURSE]: [COURSE]*
4,I2 , Does [COURSE] have any preqs? , Yes:/No. [COURSE]*
5,I2 , Is [COURSE] being offered this quarter? , Yes/No
6,I2 , Can I take [COURSE] this quarter? , Yes/No
7,I2 , Do I need to take [COURSE] to major in Statistics? , What term did/will you become a Statistics major? (Ex: Winter 2019) -> [TERM_YEAR] -> Yes/No.
8,I2 , Is [COURSE] necessary to get a stats degree? , What term did/will you become a Statistics major? (Ex: Winter 2019) -> [TERM_YEAR] -> Yes/No.
9,I2 , Where can I find the stats curriculum? , This yearâs stats curriculum can be found here: [LINK]. Other years can be found here: [LINK].
10,I2 , Where can I find the stats flowchart? , This yearâs stats flowchart can be found here: [LINK]. Other years can be found here: [LINK].
11,I2 , Whenâs the next time I can take [COURSE]? , [COURSE] is expected to be offered during [TERM].
12,I2 , Is [COURSE] being offered soon? , [COURSE] is expected to be offered during [TERM].
13,I2 , Do stats majors have support electives? ," Yes, stats majors are required to take [NUMBER] units of support electives."
14,I2 , Where can I find info on support electives for stats? , [LINK]
15,I2 , What courses should I take in order to change my major to Statistics? , [COURSE]*
16,I2 , What are the minimum course requirements for changing into the stats major? , [COURSE]*
17,I2 , What course is senior project for stats majors? , [COURSE]*
18,I2 , How many quarters of senior project do stats majors take? , [NUMBER]
19,I2 , Does [COURSE] help me get a stats minor? , Yes/No
20,I2 , Does [COURSE] contribute to my stats minor? , Yes/No
21,I2 , How many units do I need to take to get a stats minor? ," A stats minor requires at most [NUMBER] additional units, but it is possible you have already satisfied some requirements."
22,I2 , What [NUMBER] level courses are there in the stats department? , [COURSE]*
23,I2 , Has [COURSE] ever been offered by the stats department? , Yes/No records of [COURSE] being offered exist after [YEAR].
24,I2 , When has [COURSE] been offered? , [YEAR]*
25,I2 , How many units is [COURSE]? , [NUMBER]
26,I2 , What is the name of [COURSE]? , [NAME]
27,I2 , What class is [COURSE]? , [NAME]
28,I2 , What is the description of [COURSE]? , [COURSE] ([NAME]): [DESCRIPTION]
29,I2 , What do you learn in [COURSE]? , [COURSE] ([NAME]): [DESCRIPTION]
30,I2 , What term is [COURSE] typically offered? , [TERM]
31,I2 , When is [COURSE] usually offered? , [TERM]
32,I2 , What is typically offered in the [TERM]? , [COURSE]*
33,I2 , Does [COURSE] fulfill any GE requirements? ," (Yes, [GE_AREA])/No"
34,I2 , How many prerequisite classes are needed for me to take [COURSE]? ," In order to take this course, a student would need to fulfill the [NUMBER] prerequisites."
35,I2 , List classes below [COURSE]. , [COURSE]*
36,I2 , List classes above [COURSE]. , [COURSE]*
37,I2 , Does [COURSE] require any MATH classes? ," (Yes, it requires [COURSE]*) / No"
38,I2 , Which classes have a [COURSE_TYPE] prerequisite? , [COURSE]*
39,I2 , Which courses require me to have [STANDING] standing? , [COURSE]*
40,I2 , Are there any [NUMBER] unit courses during [TERM]? ," (Yes, [COURSE]*) / No"
41,I2 ," Does [COURSE] have a non-STAT prerequisite? (Yes, [COURSE]*) / No",
42,I2 , Which professors are teaching STAT courses during [TERM]? , [TEACHER]*
43,I2 , Which STAT courses during [TERM] are independent study? , [COURSE]*
44,I2 , Which STAT courses during [TERM] are lecture based? , [COURSE]*
45,I2 , Are any STAT courses during [TERM] offered on [DAY]? , [COURSE]*
46,I2 , How many sections of [COURSE] will be offered during [TERM]? , [NUMBER]
47,I2 , Which courses are being taught by [TEACHER] during [TERM]? , [COURSE]*
48,I2 , Is [TEACHER] teaching any non-STAT courses during [TERM]? ," (Yes, [COURSE]*) / No"
49,I2 , Which STAT classes are required for me to transfer into a STAT major? , [COURSE]*
50,I2 , Which classroom(s) is [COURSE] being taught in during [TERM]? , [ROOM]*
51,I2 , Which STAT courses require a C- or better in their prerequisites? , [COURSE]*
52,I2 , Which STAT courses do I need to pass with a C- in order to take the next class? , [COURSE]*
53,I2 , Are there any STAT classes I can skip if I get a [NUMBER] on my AP Statistics test? , [COURSE]*
54,I2 , Are there any STAT classes that can be skipped with an AP Statistics test? , [COURSE]*
55,I2 , Are there any STAT classes that can be skipped with an AP test? , [COURSE]*
56,I2 , Which Statistics professor has the highest ranking? , [TEACHER]
