,id_group,group,q_format,a_format,tag0,tag1,tag2,tag3
754,139,F1,What is the Blended BS + Masters Degree Computer Science Program?,The Blended BS + MS Computer Science Program is [blended-description].,,,,
755,140,F1,What is the Blended Bachelors Degree + Masters Degree Computer Science Program?,The Blended BS + MS Computer Science Program is [blended-description].,,,,
756,141,F1,Why should I take the Blended Program in Computer Science?,The B.S. and M.S. program offers the following benefits: [blended-benefits].,,,,
757,142,F1,What are some of the benefits from the Blended Program? ,The B.S. and M.S. program offers the following benefits: [blended-benefits].,,,,
758,143,F1,What benefits does the blended B.S. and M.S. program offer?,The B.S. and M.S. program offers the following benefits: [blended-benefits].,,,,
759,144,F1,How many additional units does the MS in Computer Science require?,"The MS degree requires at least [ms-total-units] units beyond the undergraduate degree. [required-ms-units] units are from a required list, [approved-ms-elective-units] units are from approved electives, and there are [thesis-ms-units] units of thesis and seminar.",,,,
760,145,F1,How many additional units does the Masters Degree in Computer Science require?,"The MS degree requires at least [ms-total-units] units beyond the undergraduate degree. [required-ms-units] units are from a required list, [approved-ms-elective-units] units are from approved electives, and there are [thesis-ms-units] units of thesis and seminar.",,,,
761,146,F1,How can I get a Masters in Computer Science degree after satisfying the requirements of BS?,"The MS degree requires at least [ms-total-units] units beyond the undergraduate degree. [required-ms-units] units are from a required list, [approved-ms-elective-units] units are from approved electives, and there are [thesis-ms-units] units of thesis and seminar.",,,,
762,147,F1,How can I get a Masters in Computer Science degree after satisfying the requirements of Bachelors Degree?,"The MS degree requires at least [ms-total-units] units beyond the undergraduate degree. [required-ms-units] units are from a required list, [approved-ms-elective-units] units are from approved electives, and there are [thesis-ms-units] units of thesis and seminar.",,,,
763,148,F1,How many units of graduate level courses are needed to get the MS in Computer Science degree?,At least [graduate-ms-units] units of courses higher than 500 must be fulfilled to get the MS in Computer Science degree.,,,,
764,149,F1,How many units of graduate level courses are needed to get the Masters Degree in Computer Science degree?,At least [graduate-ms-units] units of courses higher than 500 must be fulfilled to get the MS in Computer Science degree.,,,,
765,150,F1,What courses are included in the MS in Computer Science?,The MS in Computer Science includes the following courses: [ms-course-names].,,,,
766,151,F1,What courses are included in the Masters Degree in Computer Science?,The MS in Computer Science includes the following courses: [ms-course-names].,,,,
767,152,F1,What are the masters level courses in Computer Science?,The MS in Computer Science includes the following courses: [ms-course-names].,,,,
768,153,F1,When is a student placed on academic probation?,A student will be placed on academic probation if [probation-criteria].,,,,
769,154,F1,What is academic probation?,A student will be placed on academic probation if  [probation-criteria].,,,,
770,155,F1,What happens if I struggle with my grades?,A student is placed on academic disqualification status if [disqualification-criteria].,,,,
771,156,F1,When is a student placed on academic probation?,A student is placed on academic disqualification status if [disqualification-criteria].,,,,
772,157,F1,What is academic disqualification?,A student is placed on academic disqualification status if [disqualification-criteria].,,,,
773,158,F1,What is the difference between academic probation and academic disqualification?,An undergraduate student will be placed on academic probation if [probation-criteria]. A student is placed on academic disqualification status if [disqualification-criteria].,,,,
774,159,F1,What accreditation does the Computer Science program have?,"The Computer Science program is accredited by the Computer Accreditation Commission of ABET. To read more, visit the following website:  http://www.abet.org/.",,,,
775,0,I2 , What STAT courses are offered during [TERM_YEAR range]? , STAT courses offered during [TERM_YEAR range]: [COURSE]*,[TERM_YEAR range],,,
776,1,I2 , What STAT courses can I take during [TERM_YEAR range]? , STAT courses offered during [TERM_YEAR range]: [COURSE]*,[TERM_YEAR range],,,
777,2,I2 , What STAT courses have [COURSE] as a prereq? , STAT courses requiring [COURSE]: [COURSE]*,[COURSE],,,
778,3,I2 , What courses do you need to take before taking [COURSE]? , STAT courses required before taking [COURSE]: [COURSE]*,[COURSE],,,
779,4,I2 , Does [COURSE] have any preqs? , Yes:/No. [COURSE]*,[COURSE],,,
780,5,I2 , Is [COURSE] being offered this quarter? , Yes/No,[COURSE],,,
781,6,I2 , Can I take [COURSE] this quarter? , Yes/No,[COURSE],,,
782,7,I2 , Do I need to take [COURSE] to major in Statistics? , What term did/will you become a Statistics major? (Ex: Winter 2019) -> [TERM_YEAR] -> Yes/No.,[COURSE],,,
783,8,I2 , Is [COURSE] necessary to get a stats degree? , What term did/will you become a Statistics major? (Ex: Winter 2019) -> [TERM_YEAR] -> Yes/No.,[COURSE],,,
784,9,I2 , Where can I find the stats curriculum? , This yearâs stats curriculum can be found here: [LINK]. Other years can be found here: [LINK].,,,,
785,10,I2 , Where can I find the stats flowchart? , This yearâs stats flowchart can be found here: [LINK]. Other years can be found here: [LINK].,,,,
786,11,I2 , Whenâs the next time I can take [COURSE]? , [COURSE] is expected to be offered during [TERM].,[COURSE],,,
787,12,I2 , Is [COURSE] being offered soon? , [COURSE] is expected to be offered during [TERM].,[COURSE],,,
788,13,I2 , Do stats majors have support electives? ," Yes, stats majors are required to take [NUMBER] units of support electives.",,,,
789,14,I2 , Where can I find info on support electives for stats? , [LINK],,,,
790,15,I2 , What courses should I take in order to change my major to Statistics? , [COURSE]*,,,,
791,16,I2 , What are the minimum course requirements for changing into the stats major? , [COURSE]*,,,,
792,17,I2 , What course is senior project for stats majors? , [COURSE]*,,,,
793,18,I2 , How many quarters of senior project do stats majors take? , [NUMBER],,,,
794,19,I2 , Does [COURSE] help me get a stats minor? , Yes/No,[COURSE],,,
795,20,I2 , Does [COURSE] contribute to my stats minor? , Yes/No,[COURSE],,,
796,21,I2 , How many units do I need to take to get a stats minor? ," A stats minor requires at most [NUMBER] additional units, but it is possible you have already satisfied some requirements.",,,,
797,22,I2 , What [NUMBER] level courses are there in the stats department? , [COURSE]*,[NUMBER],,,
798,23,I2 , Has [COURSE] ever been offered by the stats department? , Yes/No records of [COURSE] being offered exist after [YEAR].,[COURSE],,,
799,24,I2 , When has [COURSE] been offered? , [YEAR]*,[COURSE],,,
800,25,I2 , How many units is [COURSE]? , [NUMBER],[COURSE],,,
801,26,I2 , What is the name of [COURSE]? , [NAME],[COURSE],,,
802,27,I2 , What class is [COURSE]? , [NAME],[COURSE],,,
803,28,I2 , What is the description of [COURSE]? , [COURSE] ([NAME]): [DESCRIPTION],[COURSE],,,
804,29,I2 , What do you learn in [COURSE]? , [COURSE] ([NAME]): [DESCRIPTION],[COURSE],,,
805,30,I2 , What term is [COURSE] typically offered? , [TERM],[COURSE],,,
806,31,I2 , When is [COURSE] usually offered? , [TERM],[COURSE],,,
807,32,I2 , What is typically offered in the [TERM]? , [COURSE]*,[TERM],,,
808,33,I2 , Does [COURSE] fulfill any GE requirements? ," (Yes, [GE_AREA])/No",[COURSE],,,
809,34,I2 , How many prerequisite classes are needed for me to take [COURSE]? ," In order to take this course, a student would need to fulfill the [NUMBER] prerequisites.",[COURSE],,,
810,35,I2 , List classes below [COURSE]. , [COURSE]*,[COURSE],,,
811,36,I2 , List classes above [COURSE]. , [COURSE]*,[COURSE],,,
812,37,I2 , Does [COURSE] require any MATH classes? ," (Yes, it requires [COURSE]*) / No",[COURSE],,,
813,38,I2 , Which classes have a [COURSE_TYPE] prerequisite? , [COURSE]*,[COURSE_TYPE],,,
814,39,I2 , Which courses require me to have [STANDING] standing? , [COURSE]*,[STANDING],,,
815,40,I2 , Are there any [NUMBER] unit courses during [TERM]? ," (Yes, [COURSE]*) / No",[NUMBER],[TERM],,
816,41,I2 ," Does [COURSE] have a non-STAT prerequisite? (Yes, [COURSE]*) / No",,[COURSE],[COURSE],,
817,42,I2 , Which professors are teaching STAT courses during [TERM]? , [TEACHER]*,[TERM],,,
818,43,I2 , Which STAT courses during [TERM] are independent study? , [COURSE]*,[TERM],,,
819,44,I2 , Which STAT courses during [TERM] are lecture based? , [COURSE]*,[TERM],,,
820,45,I2 , Are any STAT courses during [TERM] offered on [DAY]? , [COURSE]*,[TERM],[DAY],,
